ticket_id,created_at,priority,customer_tier,channel,product_area,region,reporter_history_count,queue_depth_at_creation,is_reopen,description_length,business_hours_flag,resolved_at,time_to_resolution,closed_status,agent_notes_final,breached_sla
T005788,2025-06-10T17:31:00,high,standard,email,mobile,na,1,45,0,269,1,2025-06-10T20:14:00,163,within_sla,resolved on time,0
T005789,2025-05-31T10:45:00,medium,standard,email,billing,latam,4,2,0,20,0,2025-06-01T00:20:00,815,breached_open,escalated; SLA missed,1
T005790,2025-01-22T02:20:00,high,enterprise,email,mobile,emea,0,17,0,212,0,2025-01-22T05:08:00,168,within_sla,resolved on time,0
T005791,2025-05-28T05:14:00,high,standard,chat,auth,na,20,33,0,70,0,2025-05-29T00:02:00,1128,breached_open,escalated; SLA missed,1
T005792,2025-03-08T02:44:00,high,business,email,ui,emea,0,59,0,273,0,2025-03-08T14:25:00,701,breached_open,escalated; SLA missed,1
T005793,2025-06-24T01:52:00,low,standard,email,data,latam,4,17,0,375,0,2025-06-24T04:55:00,183,within_sla,resolved on time,0
T005794,2025-01-01T16:34:00,medium,enterprise,phone,ui,na,0,51,0,123,1,2025-01-01T22:11:00,337,within_sla,resolved on time,0
T005795,2025-01-29T03:32:00,high,standard,email,auth,latam,9,28,0,20,0,2025-01-29T20:21:00,1009,breached_resolved,escalated; SLA missed,1
T005796,2025-03-19T13:11:00,low,standard,email,auth,latam,8,62,0,20,1,2025-03-19T18:07:00,296,within_sla,resolved on time,0
T005797,2025-01-29T20:45:00,medium,standard,email,billing,latam,13,48,1,117,0,2025-01-29T22:48:00,123,within_sla,resolved on time,0
T005798,2025-02-11T22:30:00,medium,enterprise,chat,api,na,0,21,1,235,0,2025-02-12T11:29:00,779,breached_open,escalated; SLA missed,1
T005799,2025-01-03T05:05:00,low,enterprise,email,ui,na,5,38,0,278,0,2025-01-03T17:07:00,722,breached_open,escalated; SLA missed,1
T005800,2025-06-19T23:57:00,urgent,business,portal,data,emea,3,31,0,90,0,2025-06-20T03:07:00,190,within_sla,resolved on time,0
T005801,2025-03-02T08:01:00,medium,enterprise,portal,data,latam,1,26,0,128,0,2025-03-03T05:18:00,1277,breached_open,escalated; SLA missed,1
T005802,2025-03-12T17:51:00,low,standard,phone,auth,emea,13,13,0,20,1,2025-03-12T18:37:00,46,within_sla,resolved on time,0
T005803,2025-06-26T11:46:00,medium,business,portal,mobile,na,12,46,0,382,1,2025-06-26T13:11:00,85,within_sla,resolved on time,0
T005804,2025-05-09T22:09:00,low,standard,chat,billing,latam,13,12,0,247,0,2025-05-10T01:33:00,204,within_sla,resolved on time,0
T005805,2025-02-05T23:05:00,medium,business,phone,data,latam,4,0,0,123,0,2025-02-06T00:49:00,104,within_sla,resolved on time,0
T005806,2025-02-25T07:33:00,urgent,standard,phone,billing,latam,18,57,0,233,0,2025-02-25T18:13:00,640,breached_open,escalated; SLA missed,1
T005807,2025-06-02T20:01:00,low,standard,chat,ui,na,7,42,0,128,0,2025-06-02T23:33:00,212,within_sla,resolved on time,0
T005808,2025-06-24T14:53:00,low,standard,phone,mobile,latam,16,22,0,285,1,2025-06-25T16:09:00,1516,breached_resolved,escalated; SLA missed,1
T005809,2025-01-31T10:03:00,medium,business,email,data,apac,9,24,0,107,1,2025-01-31T13:15:00,192,within_sla,resolved on time,0
T005810,2025-03-08T17:36:00,low,standard,portal,billing,na,6,0,0,157,0,2025-03-08T21:05:00,209,within_sla,resolved on time,0
T005811,2025-04-30T15:31:00,high,standard,portal,billing,apac,0,14,0,38,1,2025-04-30T16:50:00,79,within_sla,resolved on time,0
T005812,2025-03-16T01:09:00,low,business,email,ui,na,9,50,0,167,0,2025-03-16T07:58:00,409,within_sla,resolved on time,0
T005813,2025-02-13T19:35:00,urgent,standard,portal,data,na,0,48,0,171,0,2025-02-14T07:59:00,744,breached_resolved,escalated; SLA missed,1
T005814,2025-04-05T05:58:00,medium,standard,portal,mobile,latam,10,19,0,173,0,2025-04-05T09:31:00,213,within_sla,resolved on time,0
T005815,2025-03-19T18:40:00,high,standard,chat,ui,emea,10,59,1,344,0,2025-03-20T10:56:00,976,breached_resolved,escalated; SLA missed,1
T005816,2025-05-24T14:15:00,low,enterprise,phone,ui,emea,5,50,0,326,0,2025-05-24T16:45:00,150,within_sla,resolved on time,0
T005817,2025-01-16T21:16:00,high,enterprise,email,api,na,5,8,0,278,0,2025-01-17T11:18:00,842,breached_resolved,escalated; SLA missed,1
T005818,2025-04-11T22:52:00,high,business,chat,mobile,latam,9,19,0,148,0,2025-04-12T18:39:00,1187,breached_open,escalated; SLA missed,1
T005819,2025-01-06T17:52:00,medium,standard,chat,auth,latam,4,17,0,178,1,2025-01-06T22:21:00,269,within_sla,resolved on time,0
T005820,2025-01-07T02:51:00,low,business,chat,mobile,apac,11,20,0,559,0,2025-01-08T00:43:00,1312,breached_open,escalated; SLA missed,1
T005821,2025-02-22T19:43:00,low,enterprise,portal,billing,apac,12,61,0,144,0,2025-02-22T20:54:00,71,within_sla,resolved on time,0
T005822,2025-02-09T05:40:00,low,standard,chat,api,apac,11,8,0,226,0,2025-02-09T08:29:00,169,within_sla,resolved on time,0
T005823,2025-02-16T15:04:00,low,standard,phone,auth,emea,11,71,1,169,0,2025-02-17T19:17:00,1693,breached_open,escalated; SLA missed,1
T005824,2025-06-05T21:36:00,medium,standard,email,mobile,latam,3,11,0,323,0,2025-06-06T02:19:00,283,within_sla,resolved on time,0
T005825,2025-04-16T20:31:00,medium,standard,email,api,latam,3,38,0,148,0,2025-04-16T22:49:00,138,within_sla,resolved on time,0
T005826,2025-04-22T15:21:00,urgent,business,phone,auth,latam,7,26,0,86,1,2025-04-23T05:55:00,874,breached_resolved,escalated; SLA missed,1
T005827,2025-04-02T01:34:00,high,standard,portal,data,na,14,29,0,307,0,2025-04-02T06:00:00,266,within_sla,resolved on time,0
T005828,2025-02-21T13:57:00,medium,business,portal,auth,na,7,67,0,387,1,2025-02-22T05:16:00,919,breached_open,escalated; SLA missed,1
T005829,2025-02-06T06:52:00,medium,enterprise,chat,ui,latam,0,75,0,257,0,2025-02-06T08:44:00,112,breached_open,escalated; SLA missed,1
T005830,2025-02-12T00:02:00,medium,business,email,auth,latam,0,12,0,20,0,2025-02-12T03:32:00,210,within_sla,resolved on time,0
T005831,2025-02-06T05:40:00,urgent,enterprise,phone,api,latam,14,0,0,84,0,2025-02-06T10:40:00,300,breached_open,escalated; SLA missed,1
T005832,2025-06-20T23:04:00,low,business,portal,api,emea,2,30,0,137,0,2025-06-21T03:01:00,237,within_sla,resolved on time,0
T005833,2025-06-29T14:22:00,low,business,portal,data,latam,13,24,0,20,0,2025-06-29T17:22:00,180,within_sla,resolved on time,0
T005834,2025-01-04T09:10:00,medium,business,phone,data,emea,4,46,0,20,0,2025-01-04T12:50:00,220,within_sla,resolved on time,0
T005835,2025-05-25T22:48:00,high,standard,chat,ui,emea,9,0,0,301,0,2025-05-26T17:46:00,1138,breached_resolved,escalated; SLA missed,1
T005836,2025-02-26T21:51:00,medium,business,chat,api,emea,8,74,1,242,0,2025-02-27T10:58:00,787,breached_resolved,escalated; SLA missed,1
T005837,2025-05-29T15:49:00,medium,business,portal,mobile,apac,7,49,0,183,1,2025-05-29T20:46:00,297,within_sla,resolved on time,0
T005838,2025-06-08T18:28:00,medium,standard,email,data,emea,3,31,0,71,0,2025-06-08T23:34:00,306,breached_resolved,escalated; SLA missed,1
T005839,2025-03-29T06:14:00,high,business,email,billing,latam,1,44,0,134,0,2025-03-29T09:35:00,201,within_sla,resolved on time,0
T005840,2025-02-05T21:07:00,medium,business,email,mobile,latam,0,25,0,78,0,2025-02-06T00:25:00,198,within_sla,resolved on time,0
T005841,2025-01-06T13:11:00,medium,standard,phone,billing,emea,0,9,0,194,1,2025-01-06T15:33:00,142,within_sla,resolved on time,0
T005842,2025-01-17T22:05:00,medium,standard,portal,billing,na,0,28,0,373,0,2025-01-18T17:35:00,1170,breached_open,escalated; SLA missed,1
T005843,2025-03-31T19:00:00,medium,standard,email,auth,latam,7,23,0,174,0,2025-03-31T21:06:00,126,within_sla,resolved on time,0
T005844,2025-04-22T20:52:00,medium,,portal,data,apac,23,68,0,68,0,2025-04-22T22:37:00,105,within_sla,resolved on time,0
T005845,2025-02-24T03:21:00,medium,standard,phone,mobile,latam,0,39,0,179,0,2025-02-24T07:44:00,263,within_sla,resolved on time,0
T005846,2025-01-18T18:14:00,high,business,email,billing,emea,14,37,0,267,0,2025-01-18T21:43:00,209,within_sla,resolved on time,0
T005847,2025-01-15T04:31:00,medium,enterprise,chat,data,latam,0,27,0,142,0,2025-01-15T21:28:00,1017,breached_open,escalated; SLA missed,1
T005848,2025-04-25T14:20:00,medium,standard,phone,billing,emea,13,40,0,244,1,2025-04-25T18:38:00,258,within_sla,resolved on time,0
T005849,2025-01-16T16:41:00,medium,standard,phone,auth,latam,1,7,0,246,1,2025-01-16T19:03:00,142,within_sla,resolved on time,0
T005850,2025-04-20T23:01:00,urgent,standard,phone,billing,emea,9,14,0,298,0,2025-04-21T13:56:00,895,breached_resolved,escalated; SLA missed,1
T005851,2025-05-31T18:05:00,high,standard,phone,data,latam,10,41,0,241,0,2025-05-31T22:08:00,243,within_sla,resolved on time,0
T005852,2025-03-27T14:42:00,high,standard,portal,ui,na,13,47,0,286,1,2025-03-27T18:19:00,217,within_sla,resolved on time,0
T005853,2025-04-22T10:39:00,medium,enterprise,portal,data,latam,10,0,0,116,1,2025-04-22T13:42:00,183,within_sla,resolved on time,0
T005854,2025-05-16T02:12:00,medium,standard,chat,auth,apac,9,12,0,363,0,2025-05-16T06:30:00,258,within_sla,resolved on time,0
T005855,2025-06-19T22:28:00,medium,standard,phone,mobile,latam,17,20,0,144,0,2025-06-20T08:09:00,581,breached_open,escalated; SLA missed,1
T005856,2025-02-11T15:31:00,medium,standard,email,mobile,latam,4,32,0,163,1,2025-02-11T18:27:00,176,within_sla,resolved on time,0
T005857,2025-06-02T12:28:00,medium,business,phone,data,emea,0,16,0,199,1,2025-06-02T16:28:00,240,within_sla,resolved on time,0
T005858,2025-05-04T23:22:00,high,business,chat,mobile,latam,16,5,0,267,0,2025-05-05T03:52:00,270,breached_open,escalated; SLA missed,1
T005859,2025-06-02T14:03:00,high,standard,email,auth,emea,5,19,0,394,1,2025-06-02T20:21:00,378,within_sla,resolved on time,0
T005860,2025-02-16T10:12:00,medium,business,portal,mobile,latam,16,17,0,172,0,2025-02-17T06:49:00,1237,breached_open,escalated; SLA missed,1
T005861,2025-04-09T17:45:00,high,standard,chat,billing,latam,5,33,0,168,1,2025-04-09T19:01:00,76,within_sla,resolved on time,0
T005862,2025-02-10T19:20:00,low,standard,portal,mobile,apac,10,15,0,255,0,2025-02-10T21:36:00,136,within_sla,resolved on time,0
T005863,2025-05-31T19:23:00,medium,standard,portal,ui,na,6,51,0,210,0,2025-05-31T22:03:00,160,within_sla,resolved on time,0
T005864,2025-06-11T22:58:00,low,enterprise,portal,data,emea,4,19,0,89,0,2025-06-12T00:49:00,111,within_sla,resolved on time,0
T005865,2025-06-12T21:44:00,high,business,chat,auth,apac,15,58,0,105,0,2025-06-13T00:43:00,179,within_sla,resolved on time,0
T005866,2025-01-26T21:42:00,medium,standard,chat,auth,na,7,61,0,356,0,2025-01-26T23:30:00,108,within_sla,resolved on time,0
T005867,2025-01-16T16:41:00,low,standard,chat,mobile,apac,14,29,0,69,1,2025-01-16T19:01:00,140,within_sla,resolved on time,0
T005868,2025-02-13T02:12:00,medium,standard,phone,api,apac,8,29,0,245,0,2025-02-13T03:33:00,81,within_sla,resolved on time,0
T005869,2025-05-27T15:40:00,medium,enterprise,portal,api,apac,5,10,0,164,1,2025-05-27T18:59:00,199,within_sla,resolved on time,0
T005870,2025-01-01T19:13:00,low,standard,email,billing,emea,0,11,0,78,0,2025-01-01T22:39:00,206,breached_open,escalated; SLA missed,1
T005871,2025-03-10T13:38:00,medium,standard,chat,billing,apac,20,56,0,167,1,2025-03-10T15:55:00,137,within_sla,resolved on time,0
T005872,2025-03-06T15:34:00,low,standard,phone,auth,na,10,25,0,20,1,2025-03-06T18:33:00,179,within_sla,resolved on time,0
T005873,2025-02-14T18:35:00,medium,standard,phone,api,latam,2,22,0,173,0,2025-02-15T01:44:00,429,breached_resolved,escalated; SLA missed,1
T005874,2025-04-05T13:24:00,high,business,email,billing,na,12,30,0,107,0,2025-04-06T03:55:00,871,breached_open,escalated; SLA missed,1
T005875,2025-03-03T18:34:00,low,business,phone,auth,emea,7,14,1,262,0,2025-03-04T11:03:00,989,breached_resolved,escalated; SLA missed,1
T005876,2025-01-10T20:02:00,medium,standard,email,api,emea,0,43,0,299,0,2025-01-11T15:43:00,1181,breached_resolved,escalated; SLA missed,1
T005877,2025-05-21T06:08:00,medium,business,portal,api,emea,7,58,0,321,0,2025-05-21T18:11:00,723,breached_resolved,escalated; SLA missed,1
T005878,2025-02-24T11:55:00,medium,standard,chat,billing,emea,5,14,0,359,1,2025-02-25T03:50:00,955,breached_resolved,escalated; SLA missed,1
T005879,2025-03-28T23:52:00,low,standard,chat,mobile,latam,10,26,0,403,0,2025-03-29T19:18:00,1166,breached_open,escalated; SLA missed,1
T005880,2025-01-28T18:41:00,medium,standard,phone,mobile,na,13,55,0,284,0,2025-01-29T00:00:00,319,within_sla,resolved on time,0
T005881,2025-05-19T03:11:00,low,standard,phone,billing,apac,8,43,0,26,0,2025-05-19T05:45:00,154,within_sla,resolved on time,0
T005882,2025-05-16T20:59:00,high,standard,email,api,emea,7,30,0,362,0,2025-05-17T06:16:00,557,breached_open,escalated; SLA missed,1
T005883,2025-02-22T15:40:00,low,standard,chat,auth,na,15,41,0,458,0,2025-02-23T08:45:00,1025,breached_resolved,escalated; SLA missed,1
T005884,2025-04-14T12:12:00,medium,standard,email,mobile,na,4,3,1,173,1,2025-04-14T14:33:00,141,within_sla,resolved on time,0
T005885,2025-03-25T23:31:00,low,standard,email,billing,latam,2,30,0,224,0,2025-03-26T02:54:00,203,within_sla,resolved on time,0
T005886,2025-06-01T13:12:00,medium,standard,chat,mobile,latam,3,33,0,359,0,2025-06-02T02:29:00,797,breached_resolved,escalated; SLA missed,1
T005887,2025-03-10T08:59:00,low,business,phone,billing,emea,4,38,0,73,0,2025-03-10T13:07:00,248,within_sla,resolved on time,0
T005888,2025-02-12T14:53:00,low,business,portal,ui,emea,3,36,0,523,1,2025-02-13T00:23:00,570,breached_open,escalated; SLA missed,1
T005889,2025-04-27T23:52:00,high,standard,portal,data,apac,0,21,1,94,0,2025-04-28T19:55:00,1203,breached_resolved,escalated; SLA missed,1
T005890,2025-06-22T13:49:00,medium,standard,email,ui,apac,0,54,0,162,0,2025-06-23T06:45:00,1016,breached_open,escalated; SLA missed,1
T005891,2025-01-09T06:05:00,medium,standard,portal,data,apac,7,29,0,20,0,2025-01-09T06:50:00,45,within_sla,resolved on time,0
T005892,2025-03-19T15:25:00,high,standard,email,auth,apac,8,12,0,357,1,2025-03-19T19:27:00,242,within_sla,resolved on time,0
T005893,2025-03-04T20:44:00,low,standard,portal,ui,apac,6,31,0,252,0,2025-03-05T01:06:00,262,within_sla,resolved on time,0
T005894,2025-04-23T20:58:00,high,standard,chat,api,apac,0,4,0,321,0,2025-04-23T23:50:00,172,within_sla,resolved on time,0
T005895,2025-04-01T17:20:00,low,business,phone,data,apac,9,7,0,310,1,2025-04-01T20:39:00,199,within_sla,resolved on time,0
T005896,2025-01-21T10:01:00,medium,standard,email,data,na,4,67,1,20,1,2025-01-21T14:22:00,261,within_sla,resolved on time,0
T005897,2025-04-30T23:10:00,high,standard,email,ui,na,6,0,0,278,0,2025-05-01T03:41:00,271,within_sla,resolved on time,0
T005898,2025-01-30T22:03:00,medium,business,chat,billing,na,0,37,0,173,0,2025-01-30T22:21:00,18,within_sla,resolved on time,0
T005899,2025-05-04T01:50:00,medium,enterprise,email,mobile,apac,9,13,0,40,0,2025-05-04T05:07:00,197,within_sla,resolved on time,0
T005900,2025-01-10T03:39:00,high,standard,portal,billing,na,9,4,0,379,0,2025-01-10T09:08:00,329,within_sla,resolved on time,0
T005901,2025-04-18T09:06:00,low,standard,phone,data,latam,4,45,0,270,1,2025-04-18T12:25:00,199,within_sla,resolved on time,0
T005902,2025-03-07T16:55:00,medium,,portal,auth,emea,9,36,0,169,1,2025-03-07T23:55:00,420,within_sla,resolved on time,0
T005903,2025-04-28T19:16:00,medium,standard,phone,mobile,latam,10,33,1,422,0,2025-04-29T01:30:00,374,within_sla,resolved on time,0
T005904,2025-06-03T02:12:00,urgent,standard,phone,api,apac,5,12,0,244,0,2025-06-03T19:05:00,1013,breached_open,escalated; SLA missed,1
T005905,2025-02-16T11:20:00,low,business,phone,ui,emea,9,52,0,68,0,2025-02-16T11:25:00,5,within_sla,resolved on time,0
T005906,2025-03-11T18:01:00,medium,standard,email,ui,emea,3,32,0,235,0,2025-03-12T14:55:00,1254,breached_resolved,escalated; SLA missed,1
T005907,2025-02-15T23:55:00,medium,standard,portal,mobile,latam,4,0,0,175,0,2025-02-16T06:37:00,402,within_sla,resolved on time,0
T005908,2025-04-22T10:09:00,low,,chat,mobile,apac,5,26,0,560,1,2025-04-22T14:56:00,287,within_sla,resolved on time,0
T005909,2025-02-16T06:09:00,medium,enterprise,phone,ui,latam,2,11,0,158,0,2025-02-16T08:56:00,167,within_sla,resolved on time,0
T005910,2025-06-05T01:56:00,medium,standard,email,ui,emea,8,46,0,245,0,2025-06-05T04:01:00,125,within_sla,resolved on time,0
T005911,2025-03-13T08:35:00,urgent,enterprise,phone,auth,latam,12,13,0,180,0,2025-03-13T19:46:00,671,breached_resolved,escalated; SLA missed,1
T005912,2025-04-25T03:39:00,high,standard,chat,data,apac,7,0,1,213,0,2025-04-25T08:32:00,293,within_sla,resolved on time,0
T005913,2025-05-24T10:26:00,high,enterprise,chat,ui,apac,1,13,0,72,0,2025-05-24T12:47:00,141,within_sla,resolved on time,0
T005914,2025-03-24T18:37:00,low,standard,phone,api,latam,0,33,0,273,0,2025-03-24T22:05:00,208,within_sla,resolved on time,0
T005915,2025-05-16T10:33:00,high,,email,billing,na,10,38,0,419,1,2025-05-16T16:27:00,354,within_sla,resolved on time,0
T005916,2025-02-18T00:40:00,medium,business,phone,billing,latam,0,73,0,193,0,2025-02-18T06:27:00,347,within_sla,resolved on time,0
T005917,2025-03-31T15:58:00,low,standard,email,ui,latam,11,66,0,149,1,2025-03-31T16:45:00,47,within_sla,resolved on time,0
T005918,2025-01-15T15:04:00,urgent,business,email,billing,latam,9,12,0,160,1,2025-01-16T08:26:00,1042,breached_resolved,escalated; SLA missed,1
T005919,2025-05-08T20:51:00,medium,enterprise,chat,mobile,latam,10,21,0,29,0,2025-05-09T00:29:00,218,within_sla,resolved on time,0
T005920,2025-02-19T04:17:00,high,standard,phone,ui,apac,7,20,0,206,0,2025-02-19T09:06:00,289,within_sla,resolved on time,0
T005921,2025-01-01T09:53:00,high,,portal,billing,emea,3,37,0,72,1,2025-01-01T11:51:00,118,within_sla,resolved on time,0
T005922,2025-04-06T15:54:00,low,standard,phone,data,latam,14,9,0,228,0,2025-04-06T18:51:00,177,within_sla,resolved on time,0
T005923,2025-01-29T11:31:00,high,standard,phone,api,na,11,33,0,154,1,2025-01-29T13:19:00,108,within_sla,resolved on time,0
T005924,2025-04-20T18:05:00,low,enterprise,chat,billing,apac,4,32,0,138,0,2025-04-20T19:25:00,80,within_sla,resolved on time,0
T005925,2025-01-03T20:09:00,low,standard,email,mobile,apac,11,0,0,152,0,2025-01-03T22:44:00,155,within_sla,resolved on time,0
T005926,2025-04-04T12:18:00,medium,business,phone,data,emea,1,23,0,30,1,2025-04-05T10:24:00,1326,breached_open,escalated; SLA missed,1
T005927,2025-03-01T08:22:00,high,enterprise,email,api,latam,8,46,0,437,0,2025-03-02T02:39:00,1097,breached_open,escalated; SLA missed,1
T005928,2025-02-13T09:03:00,medium,standard,chat,data,na,13,38,0,226,1,2025-02-13T12:21:00,198,within_sla,resolved on time,0
T005929,2025-01-10T05:08:00,high,standard,portal,api,na,8,34,0,324,0,2025-01-10T17:31:00,743,breached_open,escalated; SLA missed,1
T005930,2025-04-11T21:25:00,urgent,standard,chat,data,na,7,33,0,289,0,2025-04-11T23:42:00,137,within_sla,resolved on time,0
T005931,2025-01-20T22:52:00,high,standard,chat,auth,emea,14,8,0,122,0,2025-01-21T11:34:00,762,breached_open,escalated; SLA missed,1
T005932,2025-06-01T09:34:00,high,standard,chat,mobile,emea,13,48,0,20,0,2025-06-01T20:01:00,627,breached_open,escalated; SLA missed,1
T005933,2025-01-30T02:53:00,low,standard,phone,data,emea,9,10,0,386,0,2025-01-30T11:43:00,530,breached_resolved,escalated; SLA missed,1
T005934,2025-01-28T15:58:00,urgent,enterprise,portal,auth,na,6,15,0,156,1,2025-01-29T02:18:00,620,breached_resolved,escalated; SLA missed,1
T005935,2025-05-13T06:56:00,high,standard,phone,billing,latam,4,14,0,449,0,2025-05-13T20:43:00,827,breached_resolved,escalated; SLA missed,1
T005936,2025-01-22T00:32:00,low,business,email,api,latam,5,23,0,228,0,2025-01-22T04:25:00,233,within_sla,resolved on time,0
T005937,2025-02-12T14:12:00,medium,business,portal,auth,apac,3,33,0,232,1,2025-02-12T14:45:00,33,within_sla,resolved on time,0
T005938,2025-03-13T10:19:00,medium,standard,email,billing,emea,8,31,0,246,1,2025-03-13T12:21:00,122,within_sla,resolved on time,0
T005939,2025-05-31T20:28:00,low,standard,email,ui,na,12,60,0,386,0,2025-06-01T10:53:00,865,breached_open,escalated; SLA missed,1
T005940,2025-04-07T06:15:00,low,enterprise,chat,billing,emea,0,43,0,266,0,2025-04-07T08:01:00,106,within_sla,resolved on time,0
T005941,2025-04-27T11:07:00,high,standard,portal,ui,latam,9,96,1,370,0,2025-04-27T13:38:00,151,within_sla,resolved on time,0
T005942,2025-05-27T05:15:00,medium,standard,email,billing,latam,15,33,0,181,0,2025-05-27T07:37:00,142,within_sla,resolved on time,0
T005943,2025-05-20T13:39:00,low,standard,portal,data,na,3,29,0,163,1,2025-05-20T18:22:00,283,within_sla,resolved on time,0
T005944,2025-01-19T15:19:00,medium,standard,portal,data,emea,18,21,0,133,0,2025-01-19T15:31:00,12,within_sla,resolved on time,0
T005945,2025-04-16T13:57:00,urgent,standard,email,auth,apac,2,29,0,20,1,2025-04-17T08:58:00,1141,breached_open,escalated; SLA missed,1
T005946,2025-02-04T07:12:00,high,business,email,data,na,0,31,1,271,0,2025-02-05T01:21:00,1089,breached_resolved,escalated; SLA missed,1
T005947,2025-06-07T11:24:00,medium,standard,portal,data,apac,17,50,0,457,0,2025-06-07T22:58:00,694,breached_resolved,escalated; SLA missed,1
T005948,2025-05-19T20:33:00,high,standard,phone,data,na,7,41,0,141,0,2025-05-20T00:17:00,224,within_sla,resolved on time,0
T005949,2025-02-07T09:13:00,medium,enterprise,email,api,latam,8,32,0,172,1,2025-02-07T11:39:00,146,within_sla,resolved on time,0
T005950,2025-01-22T16:33:00,low,business,portal,mobile,,9,50,0,125,1,2025-01-22T20:12:00,219,within_sla,resolved on time,0
T005951,2025-05-17T00:24:00,high,standard,phone,auth,apac,8,48,1,226,0,2025-05-17T09:39:00,555,breached_open,escalated; SLA missed,1
T005952,2025-05-24T00:34:00,high,standard,email,api,apac,4,25,0,358,0,2025-05-24T17:13:00,999,breached_resolved,escalated; SLA missed,1
T005953,2025-05-05T07:15:00,high,enterprise,email,api,na,4,11,0,73,0,2025-05-05T23:52:00,997,breached_open,escalated; SLA missed,1
T005954,2025-05-02T05:49:00,urgent,enterprise,email,mobile,na,16,28,0,233,0,2025-05-03T07:47:00,1558,breached_resolved,escalated; SLA missed,1
T005955,2025-01-21T00:58:00,high,enterprise,portal,auth,latam,12,32,0,287,0,2025-01-21T18:56:00,1078,breached_resolved,escalated; SLA missed,1
T005956,2025-01-16T10:41:00,medium,standard,phone,api,emea,3,29,0,101,1,2025-01-16T16:25:00,344,within_sla,resolved on time,0
T005957,2025-05-02T21:50:00,low,standard,chat,auth,latam,5,19,0,181,0,2025-05-02T23:35:00,105,within_sla,resolved on time,0
T005958,2025-06-07T20:13:00,medium,standard,chat,ui,emea,16,67,0,196,0,2025-06-07T22:11:00,118,within_sla,resolved on time,0
T005959,2025-03-28T23:09:00,medium,standard,portal,mobile,emea,7,21,0,20,0,2025-03-29T02:44:00,215,within_sla,resolved on time,0
T005960,2025-02-23T19:43:00,high,,portal,ui,apac,11,42,0,20,0,2025-02-24T09:39:00,836,breached_resolved,escalated; SLA missed,1
T005961,2025-06-03T05:20:00,low,standard,email,api,emea,8,59,0,40,0,2025-06-03T07:29:00,129,within_sla,resolved on time,0
T005962,2025-06-13T11:56:00,high,business,email,mobile,emea,6,12,0,267,1,2025-06-13T17:05:00,309,breached_resolved,escalated; SLA missed,1
T005963,2025-03-31T07:59:00,low,enterprise,portal,auth,latam,2,20,0,97,0,2025-04-01T00:57:00,1018,breached_resolved,escalated; SLA missed,1
T005964,2025-03-02T14:12:00,low,enterprise,chat,auth,emea,15,17,0,363,0,2025-03-03T05:12:00,900,breached_resolved,escalated; SLA missed,1
T005965,2025-01-06T02:14:00,low,enterprise,email,billing,na,0,26,0,247,0,2025-01-06T18:21:00,967,breached_resolved,escalated; SLA missed,1
T005966,2025-01-13T19:11:00,low,standard,phone,api,latam,3,16,0,82,0,2025-01-14T00:24:00,313,within_sla,resolved on time,0
T005967,2025-04-30T23:40:00,medium,standard,phone,api,emea,10,0,0,281,0,2025-05-01T00:56:00,76,within_sla,resolved on time,0
T005968,2025-05-30T11:07:00,low,business,chat,api,latam,11,34,0,251,1,2025-05-30T14:06:00,179,within_sla,resolved on time,0
T005969,2025-06-10T22:44:00,urgent,standard,phone,api,emea,17,8,0,387,0,2025-06-11T03:01:00,257,within_sla,resolved on time,0
T005970,2025-02-01T14:43:00,low,standard,portal,api,emea,6,59,0,286,0,2025-02-01T18:33:00,230,within_sla,resolved on time,0
T005971,2025-04-04T04:49:00,low,standard,phone,auth,latam,10,21,0,20,0,2025-04-04T05:34:00,45,within_sla,resolved on time,0
T005972,2025-06-16T06:03:00,high,standard,phone,ui,latam,10,48,0,96,0,2025-06-17T03:02:00,1259,breached_resolved,escalated; SLA missed,1
T005973,2025-04-26T01:37:00,low,standard,portal,data,latam,2,36,0,232,0,2025-04-26T11:27:00,590,breached_open,escalated; SLA missed,1
T005974,2025-04-04T08:20:00,medium,,chat,api,apac,22,14,0,316,0,2025-04-04T15:47:00,447,breached_resolved,escalated; SLA missed,1
T005975,2025-01-30T21:13:00,urgent,enterprise,portal,mobile,apac,8,31,0,44,0,2025-01-31T13:01:00,948,breached_resolved,escalated; SLA missed,1
T005976,2025-05-09T23:17:00,medium,standard,chat,ui,emea,5,37,0,114,0,2025-05-10T01:26:00,129,within_sla,resolved on time,0
T005977,2025-06-12T09:15:00,medium,standard,portal,auth,,6,24,0,440,1,2025-06-12T11:09:00,114,within_sla,resolved on time,0
T005978,2025-04-13T00:01:00,high,standard,chat,mobile,na,5,37,0,184,0,2025-04-13T03:42:00,221,within_sla,resolved on time,0
T005979,2025-02-16T01:14:00,high,enterprise,email,auth,na,0,39,0,20,0,2025-02-16T18:51:00,1057,breached_resolved,escalated; SLA missed,1
T005980,2025-02-15T02:46:00,medium,standard,portal,auth,emea,0,18,0,147,0,2025-02-15T07:31:00,285,within_sla,resolved on time,0
T005981,2025-04-27T02:29:00,high,enterprise,portal,billing,apac,0,25,0,81,0,2025-04-27T05:11:00,162,within_sla,resolved on time,0
T005982,2025-05-26T10:46:00,medium,enterprise,portal,data,latam,7,22,0,372,1,2025-05-26T12:24:00,98,within_sla,resolved on time,0
